TABLE_NAME                               TABLESPACE_NAME                        
BE_GROUP_RELTN                           D_R_M001                               
BE_HARD_CLOSE                            D_A_M009                               
BE_HISTORY                               D_R_M001                               
BE_ORG_RELTN                             D_R_M001                               
BE_PRSNL_GROUP_R                         D_R_M001                               
BE_SECURITY_RELTN                        D_R_M001                               
BE_SUPPRESS_RELTN                        D_R_M001                               
BH_ADOPTED_FIELD                         D_R_M010                               
BH_ADOPTED_RESPONSE                      D_R_M010                               
BH_CHARTING_CONFIGURATION                D_A_M010                               
BH_GROUP_DOC                             D_A_M008                               
BH_GROUP_DOC_PATIE4338DRR                D_A_M008                               
BH_GROUP_DOC_PATIE4339DRR                D_A_M008                               
