"Original Value","Param Name","Param Value","Transaction Aliases"
111219135,double_value_8988,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[8].double_value}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='value');(transName='GetDynamicRoles_588_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='value');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='value')"
1559127,slot_type_id_9609,"${GetDynamicRoles_417_0.instanceJson.resource_lists[24].roles[0].resources[0].slots[2].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
1790281,list_role_id_9159,"${GetDynamicRoles_417_0.instanceJson.resource_lists[2].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
1559125,slot_type_id_10738,"${GetDynamicRoles_417_0.instanceJson.resource_lists[79].roles[0].resources[19].slots[2].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
2960556119,external_service_id_4104,"${GetExternalServicesByIds_240_0.instanceJson.external_services[0].external_service_id}","(transName='rca_call_external_service_241_0', messageId=115170, aliases='rca_rule_service_id');(transName='rca_call_external_service_535_0', messageId=115170, aliases='rca_rule_service_id')"
1790287,list_role_id_10945,"${GetDynamicRoles_417_0.instanceJson.resource_lists[87].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
"668 Nurse Any",mnemonic_9189,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[9].slots[0].mnemonic}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_mnemonic')"
1790286,list_role_id_10940,"${GetDynamicRoles_417_0.instanceJson.resource_lists[87].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
1622529,list_role_id_10585,"${GetDynamicRoles_417_0.instanceJson.resource_lists[72].roles[0].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='offset_role_id')"
8353236,personnel_id_9616,"${GetDynamicRoles_417_0.instanceJson.resource_lists[24].roles[0].resources[3].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
5103865,list_role_id_10580,"${GetDynamicRoles_417_0.instanceJson.resource_lists[71].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
5103866,list_role_id_10567,"${GetDynamicRoles_417_0.instanceJson.resource_lists[71].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
8353235,personnel_id_10715,"${GetDynamicRoles_417_0.instanceJson.resource_lists[79].roles[0].resources[1].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
1622524,list_role_id_11168,"${GetDynamicRoles_417_0.instanceJson.resource_lists[95].roles[1].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id')"
1622523,list_role_id_11134,"${GetDynamicRoles_417_0.instanceJson.resource_lists[95].roles[0].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='offset_role_id')"
"687QB PC Any",mnemonic_9548,"${GetDynamicRoles_417_0.instanceJson.resource_lists[21].roles[0].resources[1].slots[0].mnemonic}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_mnemonic')"
34867687,personnel_id_9593,"${GetDynamicRoles_417_0.instanceJson.resource_lists[23].roles[0].resources[4].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
788697175,ruleid_2129,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[13].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
108416749,double_value_8982,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[5].double_value}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='value');(transName='GetDynamicRoles_588_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='value');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='value')"
40132885,oe_field_id_9002,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[15].oe_field_id}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='oe_field_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='oe_field_id');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='oe_field_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='oe_field_id');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='oe_field_id')"
"757 PC HPACT",mnemonic_9964,"${GetDynamicRoles_417_0.instanceJson.resource_lists[41].roles[0].resources[0].slots[1].mnemonic}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
2020-04-09T20:20:46Z,"begineffectivedatetime_17414","${RetrievePatientsByIds_461_0.instanceJson.patients[0].healthplanrelationships[0].subscriberinformation[0].subscriberhealthplanreltnship[0].healthplanaddresses[0].begineffectivedatetime}","(transName='AdmitEncounter_477_0', messageId=115551, aliases='begineffectivedatetime')"
1848134,slot_type_id_10239,"${GetDynamicRoles_417_0.instanceJson.resource_lists[56].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
1637106,list_role_id_9463,"${GetDynamicRoles_417_0.instanceJson.resource_lists[14].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
1637105,list_role_id_9431,"${GetDynamicRoles_417_0.instanceJson.resource_lists[14].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
8355484,personnel_id_9852,"${GetDynamicRoles_417_0.instanceJson.resource_lists[36].roles[0].resources[1].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
1848130,slot_type_id_10243,"${GetDynamicRoles_417_0.instanceJson.resource_lists[56].roles[0].resources[0].slots[2].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
5392034,list_role_id_9709,"${GetDynamicRoles_417_0.instanceJson.resource_lists[27].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
1637100,list_role_id_10870,"${GetDynamicRoles_417_0.instanceJson.resource_lists[84].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
4093896,list_role_id_10684,"${GetDynamicRoles_417_0.instanceJson.resource_lists[78].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
4093894,list_role_id_10703,"${GetDynamicRoles_417_0.instanceJson.resource_lists[78].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
14959235,personnel_id_10866,"${GetDynamicRoles_417_0.instanceJson.resource_lists[84].roles[0].resources[5].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
40775503,personnel_id_10025,"${GetDynamicRoles_417_0.instanceJson.resource_lists[43].roles[0].resources[13].personnel_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='personnel_id')"
45999183,personnel_id_10282,"${GetDynamicRoles_417_0.instanceJson.resource_lists[57].roles[0].resources[11].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
4520221,personnel_id_9438,"${GetDynamicRoles_417_0.instanceJson.resource_lists[14].roles[0].resources[1].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
1848136,slot_type_id_10245,"${GetDynamicRoles_417_0.instanceJson.resource_lists[56].roles[0].resources[0].slots[3].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
4518397,personnel_id_9182,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[6].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
1927279,list_role_id_17905,"${GetDynamicRoles_588_0.instanceJson.resource_lists[1].roles[0].list_role_id}","(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='offset_role_id');(transName='ConfirmAppointments_625_0', messageId=659965, aliases='role_id');(transName='ConfirmAppointments_646_0', messageId=659965, aliases='role_id')"
1927277,resource_list_id_17869,"${GetAppointmentTypeDetailsByAppointmentTypes_554_0.instanceJson.appointment_types[0].locations[0].resource_list_id}","(transName='ConfirmAppointments_625_0', messageId=659965, aliases='resource_list_id');(transName='ConfirmAppointments_646_0', messageId=659965, aliases='resource_list_id')"
9356557,personnel_id_10271,"${GetDynamicRoles_417_0.instanceJson.resource_lists[57].roles[0].resources[4].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
1927280,list_role_id_17911,"${GetDynamicRoles_588_0.instanceJson.resource_lists[1].roles[1].list_role_id}","(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='role_id');(transName='ConfirmAppointments_625_0', messageId=659965, aliases='role_id');(transName='ConfirmAppointments_646_0', messageId=659965, aliases='role_id')"
"692GA PC New Patient",mnemonic_10244,"${GetDynamicRoles_417_0.instanceJson.resource_lists[56].roles[0].resources[0].slots[2].mnemonic}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_mnemonic')"
1817221724,ruleid_2089,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[0].notificationrules[4].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
5135459,ruleid_2096,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[1].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
1637112,list_role_id_10064,"${GetDynamicRoles_417_0.instanceJson.resource_lists[46].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
1637111,list_role_id_10058,"${GetDynamicRoles_417_0.instanceJson.resource_lists[46].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
46108885,personnel_id_9460,"${GetDynamicRoles_417_0.instanceJson.resource_lists[14].roles[0].resources[12].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
12683,"order_entry_field_id_6478","${OrderFormatsByCriteria_279_0.instanceJson.order_formats[0].order_entry_fields[16].order_entry_field_id}","(transName='GetFlexingAppointmentGuidelines_435_0', messageId=659623, aliases='oe_field_id');(transName='GetFlexingAppointmentGuidelines_594_0', messageId=659623, aliases='oe_field_id')"
788724659,ruleid_2144,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[18].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
367665893,order_format_id_6423,"${OrderFormatsByCriteria_279_0.instanceJson.order_formats[0].order_format_id}","(transName='OrderFormatsByCriteria_289_0', messageId=655255, aliases='order_format_id');(transName='ORM_OrderWriteSynch_488_0', messageId=560201, aliases='oeformatid')"
111905541,double_value_8993,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[11].double_value}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='value');(transName='GetDynamicRoles_588_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='value');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='value')"
1590718332,applied_slot_id_17952,"${GetAppointmentAvailability_590_0.instanceJson.result_items[0].suggestions[0].participants[0].participant_slot.applied_slot_id}","(transName='sch_check_times_593_0', messageId=651603, aliases='apply_slot_id')"
10534112,personnel_id_9193,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[11].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
4506936,personnel_id_10506,"${GetDynamicRoles_417_0.instanceJson.resource_lists[68].roles[0].resources[0].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
